code,perrin_source,perrin_supp_source,serjeant_source
D27,"N. GC. Deno, J. J. Jaruzelski, and A. Schriesheim. J. Am. Chem. Soc. 77, 3044 (1955).",,"G. Degischer and G. H. Nancollas, Inorg. Chem. 9, 1259 (1970)."
D28,"N. C. Deno and A. Schriesheim. J. Am. Chem. Soc. 77, 3051 (1955).",,"P. DeMaria, A. Fini and F. M. Hall, J. Chem. Soc., Perkin Trans. 2 1973, 1969."
D29,"D. F. De Tar, GC. K. Cain, and B. S. Meeks. J. Am. Chem. Soc. 75, 5118 (1953).",,"P. Demerseman, J. P. Lechartier, A. Cheutin, R. Reynaud, R. Royer and P. Rumpf, Bull. Soc. Chim. Fr. 1962, 1700."
D30,"A. Deutsch and P. Eggleton. Biochem. J. 32, 209 (1938).",,"P. Demerseman, J. P. Lechartier, R. Reynaud, A. Cheutin, R. Royer and P. Rumpf, Bull. Soc. Chim. Fr. 1963, 2559."
D31,"M. L. Deviney, R. C. Anderson, and W. A. Felsing. J. Am. Chem. Soc. 79, 2371 (1957).",,"P. Demerseman, R. Reynaud, A. Cheutin, R. Royer and P. Rumpf, Bull. Soc. Chim. Fr. 1960, 1508."
D32,"J. E. De Vries and E. St. C. Gantz. J. Am. Chem. Soc. 76, 1008 (1954).",,"P. Demerseman, R. Reynaud, A. Cheutin, J. P. Lechartier, C. Pene, A. M. Laval-Jeantet, R. Royer and P. Rumpf, Bull. Soc. Chim. Fr. 1965, 1464."
D33,"R. H. De Wolfe and R. M. Roberts. J. Am. Chem. Soc. 75, 2942 (1933).",,"M. Deneux, R. Meilleur and R. L. Benoit, Can. J. Chem. 46, 1383 (1968)."
D34,"R. N. Diebel and D. F. Swinehart. J. Phys. Chem. 61, 333 (1957).",,"A. G. Desai and R. M. Milburn, J. Am. Chem. Soc. 91, 1958 (1969)."
D35,"J. K. Dixon, N. T. Woodberry, and G. W. Costa. J. Am. Chem. Soc. 69, 599 (1947).",,"M. J. Deschamps-Dutrieux and M. Chaillet, Tetrahedron Lett. 1968, 1171."
D36,"H. Dobbie and W. O. Kermack. Biochem. J. 59, 246 (1955).",,"S. Deswarte, C. R. Acad. Sci., Ser. C 263C, 628 (1966)."
D37,"H. Dobbie and W. O. Kermack. Biochem. J. 59, 257 (1955).",,"H. Diehl and J. Ellinboe, Anal. Chem. 32, 1120 (1960)."
D38,"J. R. Dudley. J. Am. Chem. Soc. 73, 3007 (1951).",,"S. Dikstein and F. Bergmann, J. Am. Chem. Soc. 77, 4671 (1955)."
D39,"F. P. Dwyer and H. A. McKenzie. Proc. Roy. Soc. New South Wales 81, 97 (1947).",,"R. H. Dinius and G. R. Choppin, J. Phys. Chem. 66, 268 (1962)."
D40,"F, P. Dwyer and R. S. Nyholm. Proc. Roy. Soc. New South Wales 80, 28 (1946).",,"J. F. J. Dippy, S. R. C. Hughes and L. G. Bray, J. Chem. Soc. 1959, 1717."
D41,"D. Dyrssen, Svensk Kem. Tidskr. 64, 213 (1952); CA 47, 384h.",,"J. F. J. Dippy, S. R. C. Hughes and A. Rozanski, J. Chem. Soc. 1959, 2492."
D42,,,"D. G. Dittmer, O. B. Ramsay and R. E. Spalding, J. Org. Chem. 28, 1273 (1963)."
D43,,,"M. L. Dondon, J. Chim. Phys. Phys-Chim. Biol. 54, 290 (1957)."
D44,,,"M. L. Dondon, J. Chim. Phys. Phys-Chim. Biol. 54, 304 (1957)."
D45,,,"M. L. Dondon and M. L. Paris, J. Chim. Phys. Phys-Chim. Biol. 58, 222 (1961)."
D46,,,"J. A. Donohue, R. M. Scott and F. M. Menger, J. Org. Chem. 35, 2034 (1970)."
D47,,,"M. A. Doran, S. Chaberek and A. E. Martell, J. Am. Chem. Soc. 86, 2129 (1964)."
D48,,,"M. Draminski and B. Fiszer, Khim. Geterotsikl. Soedin. 6, 859 (1970); CA 74, 53854d."
D49,,,"T. Drapala, Rocz. Chem. 42, 1287 (1968); CA 70, 10945w."
D50,,,"D. A. Drapkina, V. G. Brudz, Y. S. Ryabokobylko, A. V. Chekunov and V. A. Inshakova, J. Org. Chem. USSR (Engl. Transl.) 3, 1566 (1967)."
D51,,,"M. L. Dressler and M. M. Joullie, J. Heterocycl. Chem. 7, 1257 (1970)."
D52,,,"J. S. Driscoll, W. Pfleiderer and E. C. Taylor, J. Org. Chem. 26, 5230 (1961)."
D53,,,"A. Dugaiczyk, Biochemistry 9, 1557 (1970)."
D54,,,"S. M. Dugar and N. C. Sogani, Z. Naturforsch., Teil B 21, 657 (1966)."
D55,,,"G. Dumas and P. Rumpf, C. R. Acad. Sci., Ser. C 242, 2574 (1956)."
D56,,,"G. E. Dunn and F. L. Kung, Can. J. Chem. 44, 1261 (1966)."
D57,,,"G. E. Dunn, P. Leggate and I. E. Scheffler, Can. J. Chem. 43, 3080 (1965)."
D58,,,"E. J. Durham and D. P. Ryskiewich, J. Am. Chem. Soc. 80, 4812 (1958)."
D59,,,"J. D. Dutcher, J. Biol. Chem. 232, 785 (1958)."
D60,,,"N. K. Dutt and P. Bose, Z. Anorg. Allg. Chem. 295, 131 (1958)."
D61,,,"N. K. Dutt, G. S. Sanyal and K. Nag, J. Indian Chem. Soc. 45, 334 (1968)."
D62,,,"N. K. Dutt and T. Seshadri, Bull. Chem. Soc. Jpn. 40, 2280 (1967)."
D63,,,"N. K. Dutt and T. Seshadri, J. Inorg. Nucl. Chem. 31, 2153 (1969)."
D64,,,"R. L. Dutta and S. Ghosh, J. Indian Chem. Soc. 44, 820 (1967)."
D65,,,"B. L. Dyatkin, E. P. Mochalina and I. L. Knunyants, Tetrahedron 21, 2991 (1965)."
D66,,,"N. M. Dyatlova, Y. F. Belugin and V. Y. Temkina, Tr. Soveshch.po Fiz. Metodam Issled. Organ. Soedin. i Khim. Protsessov, Akad. Nauk Kirg. SSR, Inst. Org. Khim., Frunze 1962, 55; CA 62, 2288c."
D67,,,"N. M. Dyatlova, M. I. Kabachnik, T. Y. Medved, M. V. Rudomino and Y. F. Belugin, Dokl. Chem. (Engl. Transl.) 161, 307 (1965)."
D68,,,"N. M. Dyatlova, V. V. Medyntsev, T. Y. Medved and M. I. Kabachnik, J. Gen. Chem. USSR (Engl. Transl.) 38, 1025 (1968)."
D69,,,"N. M. Dyatlova, V. V. Medyntsev, T. Y. Medved and M. I. Kabachnik, J. Gen. Chem. USSR (Engl. Transl.) 38, 1030 (1968)."
D70,,,"N. M. Dyatlova, V. V. Medyntsev, T. Y. Medved and M. I. Kabachnik, J. Gen. Chem. USSR (Engl. Transl.) 38, 1035 (1968)."
D71,,,"N. M. Dyatlova, V. V. Medyntsev, T. Y. Balashova, T. Y. Medved and M. I. Kabachnik, J. Gen. Chem. USSR (Engl. Transl.) 39, 309 (1969)."
D72,,,"N. M. Dyatlova, I. A. Seliverstova, V. G. Yashunskii and O. I. Samoilova, J. Gen. Chem. USSR (Engl. Transl.) 34, 4061 (1964)."
D73,,,"N. M. Dyatlova, I. A. Seliverstova and N. A. Dobynina, Tr., Vses. Nauch.-Issled. Inst. Khim. Reaktivov Osobo Chist. Khim. Veshchestv 28, 270 (1966); CA 67, 15448j."
D74,,,"N. M. Dyatlova, I. A. Seliverstova, O. I. Samoilova and V. G. Yashunskii, Dokl. Chem. (Engl. Transl.) 172, 4 (1967)."
D75,,,"J. R. Dyer, H. B. Hayes, E. G. Miller and R. F. Nassar, J. Am. Chem. Soc. 86, 5363 (1964)."
D76,,,"D. Dyrssen, Acta Chem. Scand. 10, 353 (1956)."
D77,,,"D. Dyrssen, Acta Chem. Scand. 11, 1771 (1957)."
D78,,,"D. Dyrssen, S. Ekberg and D. H. Liem, Acta Chem. Scand. 18, 135 (1964)."
D79,,,"D. Dyrssen and E. Johansson, Acta Chem. Scand. 9, 763 (1955)."
D80,,,"A. F. Dzhelassi and A. M. Egorov, Russ. J. Phys. Chem. (Engl. Transl.) 43, 128 (1969)."
E1,"G. S. Eadie and A. Hunter. J. Biol. Chem. 67, 234 (1926).","J.W. Eastes, M.H. Aldridge and M.J. Kamlet. J. Chem. Soc., B 1969, 922.","L. Eberson, Acta Chem. Scand. 18, 1276 (1964)."
E2,"J. E. Earley, C. E. O’Rourke, L. B. Clapp, J. O. Edwards, and B. C. Lawes. J. Am. Chem. Soc. 80, 3458 (1958).","J.T. Edward. Chem. & Ind. (London) 1963, 489.","M. Eden and R. G. Bates, J. Res. Nat. Bur. Stand. 62, 161 (1959)."
E3,"A. Ebnéther, E. Jucker, A. Lindenmann, E. Rissi, R. Steiner, R. Siiess, and A. Vogel. Helv. Chim. Acta 42, 533 (1959).","J.T. Edward. Can. J. Chem. 47, 1117 (1969).","J. T. Edward and O. J. Chin, Can. J. Chem. 41, 1650 (1963)."
E4,"W. H. Edgerton, R. L.-Hull and J. R. Fisher. J. Am. Pharm. Assoc., Sci. Ed. 48, 320 (1959).","J.T. Edward, J.B. Leane and I.C. Wang. Can. J. Chem. 40, 1521 (1962).","J. T. Edward and S. Nielsen, J. Chem. Soc. 1957, 5075."
E5,"J. T. Edsall and M. H. Blanchard. J. Am. Chem. Soc. 55, 2337 (1933).","J.T. Edward and J.K. Liu. Can. J. Chem. 47, 1123 (1969).","J. T. Edward and I. C. Wang, Can. J. Chem. 40, 399 (1962)."
E6,"J. T. Edsall, G. Felsenfeld, D. S. Goodman, and F. R. N. Gurd. J. Am. Chem. Soc. 76, 3054 (1954).","J.T. Edward and I.C. Wang. Can. J. Chem. 40, 966 (1962).","J. O. Edwards and R. J. Sederstrom, J. Phys. Chem. 65, 862 (1961)."
E7,"J. T. Edsall, R. B. Martin, and B. R. Hollingworth. Proc. Natl. Acad. Sci. U.S.A. 44, 505 (1958).","W.J. Eilbeck and F. Holmes. J. Chem. Soc., A 1967, 1777.","I. P. Efimov, O. G. Lagunova, N. N. Magdesieva, V. V. Titov, Y. K. Yur'ev and V. M. Peshkova, Vestn. Mosk. Univ., Ser. II, Khim. 18, 49 (1963); CA 60, 1564f."
E8,"J. T. Edsall and J. Wyman. J. Am. Chem. Soc. 57, 1964 (1935).","W.J. Eilbeck, F. Holmes, G.G. Phillips and A.E. Underhill. J. Chem. Soc., A 1967, 1161.","C. Eger, J. A. Marinsky and W. M. Anspach, J. Inorg. Nucl. Chem. 30, 1911 (1968)."
E9,"J. T. Edward, H. S. Chang, K. Yates, and R. Stewart. Can. J. Chem. 38, 1518 (1960).","W.J. Eilbeck, F. Holmes and T.W. Thomas. J. Chem. Soc., A 1969, 113.","F. Eiden and J. Pluckhan, Arch. Pharm. (Weinheim, Ger.) 302, 622 (1969)."
E10,"J. T. Edward and S. C. R. Meacock. J. Chem. Soc. 1957, 2000.","W.J. Eilbeck, F. Holmes and T.W. Thomas. J. Chem. Soc., A 1970, 2062.","M. O. Eidhin and S. O. Cinneide, J. Inorg. Nucl. Chem. 30, 3209 (1968)."
E11,"J. T. Edward and S. C. R. Meacock. J. Chem. Soc. 1957, 2007.","W.J. Eilbeck, F. Holmes, T.W. Thomas and G. Williams. J. Chem. Soc., A 1968, 2348.","M. L. Eidinoff, J. Am. Chem. Soc. 67, 2072 (1945)."
E12,"J. T. Edward and S. C. R. Meacock. J. Chem. Soc. 1957, 2009.","B. Eistert, E. Merkel and W. Reiss. Chem. Ber. 87, 1513 (1954).","P. Ekwall, T. Rosendahl and N. Lofman, Acta Chem. Scand. 11, 590 (1957)."
E13,"L. S. Efros. Zh. Obshch. Khim. 23, 957 (1953) ; CA 48, 8223a.","L. Eldjarn. Scand. J. Clin. Lab. Invest. 6, Suppl. 13, 1 (1954).","A. J. Ellis, J. Chem. Soc. 1963, 2299."
E14,"L. S.  Efros and B. I. Ionin. Zh. Obshch. Khim. 27, 406 (1957); CA 51, 15501i.","J. Elguero, E. Gonzalez, J.L. Imbach and R. Jacquier. Bull. Soc. Chim. France 1968, 5017.","A. J. Ellis and O. W. Anderson, J. Chem. Soc. 1961, 1765."
E15,"L. S. Efros and B. A. Porai-Koshits. Zh. Obshch. Khim. 23, 697 (1953) ; CA 48, 7603h.","J. Elguero, E. Gonzalez, J.L. Imbach and R. Jacquier. Bull. Soc. Chim. France 1969, 4075.","H. J. Emeleus, R. N. Haszeldine and R. C. Paul, J. Chem. Soc. 1954, 881."
E16,"J. Eggers, H. Heckelmann, K. Lohmer, and R. Posse. Mitt. Forschungslab. Agfa Leverkusen-Miinchen 1, 95 (1955); CA 50, 6982c.","J. Elguero, E. Gonzalez and R. Jacquier. Bull. Soc. Chim. France 1968, 5009.","H. J. Emeleus, R. N. Haszeldine and R. C. Paul, J. Chem. Soc. 1955, 563."
E17,"K. Eichenberger, R. Rometsch, and J. Druey. Helv. Chim. Acta 39, 1755 (1956).","J. Elguero, E. Gonzalez and R. Jacquier. Bull. Soc. Chim. France 1969, 2054.","G. Endres, quoted in R. Swidler, R. E. Plapinger and G. M. Steinberg, J. Am. Chem. Soc. 81, 3271 (1959)."
E18,"M. L. Eidinoff. J. Am. Chem. Soc. 67, 2072 (1945).","G.B. Elion. J. Org. Chem. 27, 2478 (1962).","J. Epstein, P. L. Cannon, H. O. Michel, B. E. Hackley and W. A. Mosher, J. Am. Chem. Soc. 89, 2937 (1967)."
E19,"J. Eisenbrand. Z. Physik. Chem. 144, 441 (1929).","E. Ellenbogen. J. Am. Chem. Soc. 78, 369 (1954).","J. Epstein, H. O. Michel, D. H. Rosenblatt, R. E. Plapinger, R. A. Stephani and E. Cook, J. Am. Chem. Soc. 86, 4959 (1964)."
E20,"R. C. Elderfield and L. E. Rubin. J. Am. Chem. Soc. 75, 2963 (1953).","R.H. Ellerhorst and H.H. Jaffé. J. Org. Chem. 33, 4115 (1968).","J. Epstein, R. E. Plapinger, H. O. Michel, J. R. Cable, R. A. Stephani, R. J. Hester, C. Billington and G. R. List, J. Am. Chem. Soc. 86, 3075 (1964)."
E21,"R. C. Elderfield and M. Siegel. J. Am. Chem. Soc. 73, 5624 (1951).","J.M. Essery and K. Schofield. J. Chem. Soc. 1963, 2225.","M. I. Ermakova and N. I. Latosh, J. Org. Chem. USSR (Engl. Transl.) 38, 2314 (1968)."
E22,"E. Ellenbogen. J. Am. Chem. Soc. 74, 5198 (1952).","R.F. Evans. J. Chem. Soc. 1964, 2450.","L. Erdey, J. Gyimesi and T. Meisel, Acta Chim. Acad. Sci. Hung. 21, 327 (1959); CA 54, 14137g."
E23,"J. J. Elliott and S. F. Mason. J. Chem. Soc. 1959, 2352.","R.F. Evans. Australian J. Chem. 20, 1643 (1967).","Z. L. Ernst and F. G. Herring, Trans. Faraday Soc. 60, 1053 (1964)."
E24,"O. H. Emerson and P. L. Kirk. J. Biol. Chem. 87, 597 (1930).","R.F. Evans and H.C. Brown. J. Org. Chem. 27, 3127 (1962).","Z. L. Ernst and J. Menashi, Trans. Faraday Soc. 59, 230 (1963)."
E25,"O. H. Emerson, P. L. Kirk, and C. L. A. Schmidt. J. Biol. Chem. 92, 449 (1931).","K.L. Evstratova and A.I. Ivanova. Farmatsiya (Moscow) 17, 41 (1968); CA 69, 46128a.","Z. L. Ernst and J. Menashi, Trans. Faraday Soc. 59, 1803 (1963)."
E26,"H. Erlenmeyer and E. Willi. Helv. Chim. Acta 18, 733 (1935).",,"B. A. Ershov, A. V. Popova and E. E. Emelina, J. Org. Chem. USSR (Engl. Transl.) 6, 1148 (1970)."
E27,"J. M. Essery and K. Schofield. J. Chem. Soc. 1961, 3939.",,"A. J. Everett and G. J. Minkoff, Trans. Faraday Soc. 49, 410 (1953)."
E28,"M. G. Ettlinger. J. Am. Chem. Soc. 72, 3090 (1950).",,"E. M. Evleth, L. D. Freeman and R. I. Wagner, J. Org. Chem. 27, 2192 (1962)."
E29,"H. v. Euler and A. Olander. Z. Physik. Chem. 131, 107 (1928).",,"E. Eyring, L. D. Rich, L. L. McCoy, R. C. Graham and N. Taylor, Adv. Chem. Phys. 21, 237 (1971)."
E30,R. F. Evans. Unpublished data.,,
E31,"A. G. Evans and S. D. Hamann. Trans. Faraday Soc. 47, 34 (1951).",,
E32,"R. F. Evans, E. F. G. Herington, and W. Kynaston. Trans. Faraday Soc. 49, 1284 (1953).",,
E33,"W. P. Evans and C. B. Monk. Trans. Faraday Soc. 51, 1244 (1955).",,
E34,"D. H. Everett and J. B. Hyne. J. Chem. Soc. 1958, 1636.",,
E35,"A. J. Everett, H. T. Openshaw, and G. F. Smith. J Chem. Soc. 1957, 1120.",,
E36,"D. H. Everett and B. R. W. Pinset. Proc. Roy. Soc., London. A215, 416 (1952)).",,
E37,"D. H. Everett and B. A. Tintimi. Private communication to H. B. Bena and R. G. Bates. J. Phys. Chem. 66, 308 (1962).",,
E38,"D. H. Everett and W. F. K. Wynne-Jones. Proc. Roy. Soc. (London) A177, 499 (1941).",,
F1,"J. E. Fagel and G. W. Ewing. J. Am. Chem. Soc. 73, 4360 (1951).","S. Fallab and H. Erlenmeyer. Helv. Chim. Acta 40, 363 (1957).","P. Faerber and K. H. Scheit, Chem. Ber. 103, 1307 (1970)."
F2,"C. F. Failey and E. Brand. J. Biol. Chem. 102, 767 (1933).","D.W. Farlow and R.B. Moodie. J. Chem. Soc., B 1970, 335.","G. P. Faerman and V. S. Kozeya, Uspekhi Nauch. Fot., Akad. Nauk. SSSR, Otdel. Khim. Nauk. 5, 107 (1957); CA 52, 937d."
F3,"Z Fakstorp and G. Speggers. Acta Chem. Scand. 12, 350 (1958).","J. Faure, R. Bonneau and J. Joussot-Dubien. Photochem. Photobiol. 6, 331 (1967).","G. P. Faerman and A. B. Simkina, Uspekhi Nauch. Fot., Akad. Nauk. SSSR, Otdel. Khim. Nauk 1, 81 (1957); CA 52, 843b."
F4,"H. M. Fales and W. C. Wildman. J. Am. Chem. Soc. 82, 197 (1960).","D. Feakins, W.A. Last, N. Neemuchwala and R.A. Shaw. Chem. & Ind. (London) 1963, 164.","J. W. Faller, A. Mueller and J. P. Phillips, J. Org. Chem. 29, 3450 (1964)."
F4a,,"E. Feytmans-de Medicis and A. Bruylants. Bull. Soc. Chim. Belg. 72, 603 (1963).",
F5,"S. Fallab. Helv. Chim. Acta 36, 3 (1953).","A. Fischer, W.J. Galloway and J. Vaughan. J. Chem. Soc., B 1964, 3591.","M. I. Fauth, A. C. Richardson and G. W.Nauflett, Anal. Chem. 38, 1947 (1966)."
F6,"S. Fallab, W. Vogtli, M. Blumer, and H. Erlenmeyer. Helv. Chim. Acta 34, 26 (1951).","A. Fischer, B.A. Grigor, J. Packer and J. Vaughan. J. Am. Chem. Soc. 83, 4208 (1961).","F. S. Feates and D. J. G. Ives, J. Chem. Soc. 1956, 2798."
F7,"F. N. Fastier and M. A. McDowell. Australian J. Expil. Biol. 36, 491 (1958).","A. Fischer, D.A.R. Happer and J. Vaughan. J. Chem. Soc. 1964, 4060.","I. Feldman and L. Koval, Inorg. Chem. 2, 145 (1963)."
F8,"D. Feakins, W. A. Last, and R. A. Shaw. Chem. & Ind. (London) 1962, 510.","A. Fischer, M.P. Hartshorn, U.M. Senanayake and J. Vaughan. J. Chem. Soc., B 1967, 833.","L. P. Fernandez and L. G. Hepler, J. Am. Chem. Soc. 81, 1783 (1959)."
F9,"E. Felder, A. Rescigno, and R. Radica. Gazz. Chim. Ital. 85, 453 (1955).","A. Fischer and I.J. Miller. J. Chem. Soc., B 1969, 1135.","Q. Fernando and H. Freiser, J. Am. Chem. Soc. 80, 4928 (1958)."
F10,"H. B. Feldman and A. L. Powell. J. Am. Chem. Soc. 62, 3107 (1940).","A. Fischer, G.J. Sutherland, R.D. Topson and J. Vaughan. J. Chem. Soc. 1964, 5918.","F. Ferranti, Ann. Chim. (Rome) 56, 1595 (1966); CA 66, 198898a."
F11,"W. A. Felsing and B. S. Biggs. J. Am. Chem. Soc. 55, 3624 (1933).","S. Fisel, I. Sirghie and M. Pirlea. An. Stiint. Univ. ""Al. I. Cuza"" Iasi, Sect. IC 12, 149 (1966); CA 69, 15590r.","A. F. Ferris and I. G. Marks, J. Org. Chem. 19, 1975 (1954)."
F12,"D. G. I. Felton. Special Publication No. 3, p. 134, The Chemical Society, London (1955).","E. Folkers and O. Runquist. J. Org. Chem. 29, 830 (1964).","M. J. Fickling, A. Fischer, B. R. Mann, J. Packer and J. Vaughan, J. Am. Chem. Soc. 81, 4226 (1959)."
F13,"Q.Fernando and T. Thirunamachandran. Anal. Chim. Acta 17, 447 (1957)","G. Fölsch and R. Österberg. Acta Chem. Scand. 15, 1963 (1961).","T. H. Fife and S. Milstien, J. Org. Chem. 34, 4007 (1969)."
F14,"M. M. Fickling, A. Fischer, B. R. Mann, J. Packer, and J. Vaughan. J. Am. Chem. Soc. 81, 4226 (1959).","J. Fresco and H.Freiserr. Inorg. Chem. 2, 82 (1963).","R. Filler and R. M. Schure, J. Org. Chem. 32, 1217 (1967)."
F15,"W. E. Fidler and H. C. S. Wood. J. Chem. Soc. 1957, 4157.","M. Friedman. Biochem. Biophys. Res. Comm. 23, 626 (1966).","H. L. Finkbeiner and M. Stiles, J. Am. Chem. Soc. 85, 616 (1963)."
F16,"L. F. Fieser. J. Am. Chem. Soc. 52, 4915 (1930).","M. Friedman, J.F. Cavins and J.S. Wall. J. Am. Chem. Soc. 87, 3672 (1965).","A. Fischer, G. J. Leary, R. D. Topsom and J. Vaughan, J. Chem. Soc. (B) 1966, 782."
F17,"L. F. Fieser and M. Fieser. J. Am. Chem. Soc. 56, 1565 (1934).","M. Friedman and J.A. Romersberger. J. Org. Chem. 33, 154 (1968).","A. Fischer, G. J. Leary, R. D. Topsom and J. Vaughan, J. Chem. Soc. (B) 1967, 686."
F18,"C. H. Fiske and Y. Subbarow. J. Biol. Chem. 81, 629 (1929).","M. Friedman and J.S. Wall. J. Am. Chem. Soc. 86, 3735 (1964).","A. Fischer, B. R. Mann and J. Vaughan, J. Chem. Soc. 1961, 1093."
F19,"L. A. Flexser and L. P. Hammett. J. Amer. Chem. Soc. 60, 885 (1938).","M. Fujisaka, Y. Ueno, H. Shinohara and E. Imoto. Bull. Chem. Soc. Japan 37, 1107 (1964).","A. M. Fiskin and M. Beer, Biochemistry 4, 1289 (1965)."
F20,"L. A. Flexser, L. P. Hammett, and A. Dingwall. J. Am. Chem. Soc. 57, 2103 (1935).",,"J. D. Fissekis and B. A. Markert, J. Org. Chem. 31, 2945 (1966)."
F21,"G. Florence and S. Bessiéres. Bull. Soc. Chim. Biol. 27, 293 (1945).",,"J. D. Fissekis, A. Myles and G. B. Brown, J. Org. Chem. 29, 2670 (1964)."
F22,"G. Florence and G. Schapira. Arch. phys. biol. 16, No. 5, Suppl., 121 (1943); CA 40, 4291.",,"J. D. Fissekis and F. Sweet, Biochemistry 9, 3136 (1970)."
F23,"A. Foffani and M. R. Foffani. Atti. Accad. Nazl. Lincei, Rend., Classe Sci. Fis., Mat. Nat. 23, 60 (1957); CA 53, 824a.",,"M. Flavin, C. Delavier-Klutchko and C. Slaughter, Science 143, 50 (1964)."
F24,"A. Foffani and U. Mazzucato. Ric. Sci. 26, 2409 (1956) ; CA 53, 823g.",,"M. H. Fletcher, Anal. Chem. 32, 1822 (1960)."
F25,"G. Folsch and R. Osterberg. J. Biol. Chem. 234, 2298 (1959).",,"U. Folli, D. Iarossi and F. Taddei, J. Chem. Soc., Perkin Trans. 2 1973, 848."
F26,"W. G. C. Forsyth, S. F. Marrian, and T. S. Stevens. J. Chem. Soc. 1945, 579.",,"D. Forest and G. Thomas, Bull. Soc. Chim. Fr. 1968, 3441."
F27,"R. J. Foster, R. R. Jennings, and C. Niemann. J. Am. Chem. Soc. 76, 3142 (1954).",,"A. Foucaud and M. Duclos, C. R. Acad. Sci., Ser. C 256, 4033 (1963)."
F28,"R. T. Fowler. J. Appl. Chem. (London) 4, 449 (1954).",,"A. Foucaud and P. LeGuellec, C. R. Acad. Sci., Ser. C 252, 3063 (1961)."
F29,"J. J.  Fox, L. F. Cavalieri, and N. ChangJ. J. Am. Chem. Soc. 75, 4315 (1953).",,"A. Foucaud, H. Person and M. Duclos, Bull. Soc. Chim. Fr. 1965, 2552."
F30,"J. J. Fox and D. Shugar. Biochim. Biophys. Acta 9, 369 (1952).",,"K. F. Fouché and J. G. V. Lessing, J. Inorg. Nucl. Chem. 32, 2357 (1970)."
F31,"J. J. Fox and D. Van PraagJ. J. Org. Chem. 26, 526 (1961).",,"K. F. Fouché, H. J. le Roux and F. Phillips, J. Inorg. Nucl. Chem. 32, 1949 (1970)."
F32,"J. J. Fox, D. Van Praag, I. Wempen, I. L. Doerr, L. Cheong, J. E. Knoll, M. L. Eidinoff, A. Bendich, and G. B. Brown. J. Am. Chem. Soc. 81, 178 (1959).",,"J. J. Fox and D. Shugar, Bull. Soc. Chim. Belg. 61, 44 (1952)."
F33,"S. K. Freeman and P. E. Spoerri. J. Org. Chem. 16, 438 (1951).",,"J. J. Fox, N. Yung, J. Davoll and G. B. Brown, J. Am. Chem. Soc. 78, 2117 (1956)."
F34,"H. Freundlich and H. Kroepelin. Z. Physik. Chem. 122, 39 (1926).",,"J. J. Fox, N. Yung and I. Wempen, Biochim. Biophys. Acta 23, 295 (1957)."
F35,"H. Freundlich and W. Neumann. Z. Physik. Chem. 87, 69 (1914).",,"W. O. Foye, M. D. Blum and D. A. Williams, J. Pharm. Sci. 56, 332 (1967)."
F35a,,,"W. O. Foye, H. B. Levine and W. L. McKenzie, J. Med. Chem. 9, 61 (1966)."
F36,"S. L. Friess and H. D. Baldridge. J. Am. Chem. Soc. 78, 199 (1956).",,"D. J. Francis and L. M. Yeddanapalli, Indian J. Chem. 2, 166 (1964)."
F37,"A. E. Frost and A. A. Carlson. J. Org. Chem. 24, 1581 (1959).",,No entry.
F38,"A. E. Frost, S. Chaberek, and N. J. Bicknell. J. Am. Chem. Soc. 79, 2755 (1957).",,"J. J. R. Frausto da Silva, Rev. Port. Quim. 7, 88 (1965); CA 64, 12526h."
F39,"C. Furlani, S. Bertola, and G. Morpurgo. Ann. Chim. (Rome) 50, 858 (1960); CA 55, 3242a.",,"J. J. R. Frausto da Silva and M. de L. S. Simoes, Rev. Port. Quim. 7, 137 (1965); CA 65, 90f."
F40,"W. S. Fyfe. J. Chem. Soc. 1955, 1347.",,"B. F. Freasier, A. G. Oberg and W. W. Wendlandt, J. Phys. Chem. 62, 700 (1958)."
F41,,,"V. Frei, Collect. Czech. Chem. Commun. 30, 1402 (1965)."
F42,,,"M. Friedman, J. F. Cavins and J. S. Wall, J. Am. Chem. Soc. 87, 3672 (1965)."
F43,,,"F. Fringuelli, G. Marino and G. Savelli, Tetrahedron 25, 5315 (1969)."
F44,,,"A. E. Frost, Nature (London) 178, 322 (1956)."
F45,,,"A. E. Frost, H. H. Freedman, S. J. Hesterback and A. E. Martell, J. Am. Chem. Soc. 80, 530 (1958)."
F46,,,"N. S. Frumina, K. G. Petrikova, E. G. Tregub and S. V. Pletnev, J. Anal. Chem. USSR (Engl. Transl.) 25, 373 (1970)."
F47,,,"F. T. Fueno, O. Kajimoto, Y. Nishigaki and T. Yoshioka, J. Chem. Soc., Perkin Trans. 2 1973, 738."
F48,,,"R. W. Furlanetto and E. T. Kaiser, J. Am. Chem. Soc. 95, 6786 (1973)."
F49,,,"A. Furlani, M. Maltese, E. Mantovani and C. Marammani, Gazz. Chim. Ital. 97, 1423 (1967)."
G1,"J. C. Gage. J. Chem. Soc. 1949, 221.","G.G. Gallo, C.R. Pasqualucci, P. Radaelli and G.C. Lancini. J. Org. Chem. 29, 862 (1964).","D. M. Gardner, R. E. Oesterling and F. L. Scott, J. Org. Chem. 29, 862 (1964)."
G2,"J. C. Gage. J. Chem. Soc. 1949, 469.","H. Gehlen and J. Schmidt. Unpublished data, quoted by C.F. Kröger and W. Freiberg. Z. Chem. 5, 381 (1965).","E. R. Garrett and D. J. Weber, J. Pharm. Sci. 59, 1383 (1970)."
